"IMPORTANTE","cod_universidad","des_universidad","curso_academico","cod_campus","des_campus","cod_centro","des_centro","cod_naturaleza_centro","des_naturaleza_centro","cod_tipo_estudio","des_tipo_estudio","cod_titulacion","des_titulacion","cod_comunidad_centro_sec","des_comunidad_centro_sec","cod_provincia_centro_sec","des_provincia_centro_sec","cod_municipio_centro_sec","des_municipio_centro_sec","lat_municipio_centro_sec","lon_municipio_centro_sec","cod_naturaleza_centro_sec","des_naturaleza_centro_sec","nota_admision","cod_pais_fin_estudio_acceso","des_pais_fin_estudio_acceso","lat_pais_fin_estudio_acceso","lon_pais_fin_estudio_acceso","cod_continente_fin_estudio_acceso","des_continente_fin_estudio_acceso","cod_agregacion_paises_fin_estudio_acceso","des_agregacion_paises_fin_estudio_acceso","cod_estudio_acceso","des_estudio_acceso","cod_especialidad_acceso","des_especialidad_acceso","des_tipo_especialidad_acceso","cod_ocupacion_estudiante","des_ocupacion_estudiante","anio_fin_estudio_acceso","cod_forma_admision","des_forma_admision","ind_accede_al_SUE_por_1a_vez","anio_acceso_SUE","ind_se_matricula_en_primero","ind_curso_adaptacion","anio_nacimiento","cod_pais_nacionalidad","des_pais_nacionalidad","lat_pais_nacionalidad","lon_pais_nacionalidad","cod_continente_nacionalidad","des_continente_nacionalidad","cod_agregacion_paises_nacionalidad","des_agregacion_paises_nacionalidad","cod_pais_residencia","des_pais_residencia","lat_pais_residencia","lon_pais_residencia","cod_continente_residencia","des_continente_residencia","cod_agregacion_paises_residencia","des_agregacion_paises_residencia","cod_dedicacion","des_dedicacion","cod_genero","des_genero","cod_familia_numerosa","des_familia_numerosa","cod_nivel_estudios_madre","des_nivel_estudios_madre","cod_ocupacion_madre","des_ocupacion_madre","cod_nivel_estudios_padre","des_nivel_estudios_padre","cod_ocupacion_padre","des_ocupacion_padre"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","23","Jaén","23006","ARJONA","37.93648","-4.054891","1","Centro Público","6,91","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2019","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","1990","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","11","Jubilado","4","Estudios Secundarios",,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","41","Sevilla","41055","LORA DEL RÍO","37.65923","-5.526284","1","Centro Público",,"724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2019","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","03","Técnicos y profesionales de apoyo","5","Estudios Superiores","02","Técnicos y profesionales científicos e intelectuales"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","41","Sevilla","41024","CARMONA","37.47102","-5.642328","1","Centro Público","7,33","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"1999","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2016","SÍ","NO","2000","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","04","Empleados de tipo contable y administrativo",,,"04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21052","NERVA","37.69511","-6.550632","1","Centro Público","7,17","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2012","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","1996","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios",,,"5","Estudios Superiores","11","Jubilado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","11","Cádiz","11020","JEREZ DE LA FRONTERA","36.68656","-6.137173","1","Centro Público","7,942","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2018","SÍ","NO","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","06","Trabajadores cualificados en la agricultura y en la pesca","5","Estudios Superiores",,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","7,685","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2000","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","2","Familia numerosa general","3","Estudios Primarios","10","Parado","3","Estudios Primarios","07","Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los operadores de instalaciones y maquinaria"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","41","Sevilla","41094","UMBRETE","37.36993","-6.157722","2","Centro Privado","8,484","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0423","Servicios socioculturales y a la comunidad","Formación profesional o título equivalente",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2018","SÍ","NO","1984","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","11","Jubilado","5","Estudios Superiores","02","Técnicos y profesionales científicos e intelectuales"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21054","PALMA DEL CONDADO, LA","37.38784","-6.5534","1","Centro Público","8,084","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","1982","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","11","Jubilado","4","Estudios Secundarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","2","Centro Privado","7,58","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0102","Ciencias y tecnología","Bachillerato LOE",,,"2017","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2000","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No",,,"04","Empleados de tipo contable y administrativo","3","Estudios Primarios","11","Jubilado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","9,193","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,"02","Técnicos y profesionales científicos e intelectuales","2019","12","Acceso sin prueba de acceso para estudiantes de Bachillerato anterior al Bachillerato LOMCE (Según la Disposición transitoria única de la Orden ECD/1941/2016)","SÍ","2019","SÍ","SÍ","1986","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","10","Parado","5","Estudios Superiores","11","Jubilado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","9,661","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO",,"NO","NO","1978","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","02","Técnicos y profesionales científicos e intelectuales",,,,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2501849","GRADO EN INGENIERÍA AGRÍCOLA","1","Andalucía","21","Huelva","21013","BOLLULLOS PAR DEL CONDADO","37.33615","-6.535758","1","Centro Público","7,227","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0102","Ciencias y tecnología","Bachillerato LOE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","1997","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","4","Estudios Secundarios","04","Empleados de tipo contable y administrativo","4","Estudios Secundarios","02","Técnicos y profesionales científicos e intelectuales"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2501849","GRADO EN INGENIERÍA AGRÍCOLA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","2","Centro Privado","6,025","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","08",,"0702","Ciencias","Bachillerato LOMCE",,,"2019","12","Acceso sin prueba de acceso para estudiantes de Bachillerato anterior al Bachillerato LOMCE (Según la Disposición transitoria única de la Orden ECD/1941/2016)","SÍ","2019","SÍ","SÍ","2000","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","5","Estudios Superiores","11","Jubilado","5","Estudios Superiores","11","Jubilado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2501849","GRADO EN INGENIERÍA AGRÍCOLA","1","Andalucía","21","Huelva","21054","PALMA DEL CONDADO, LA","37.38784","-6.5534","1","Centro Público","8,017","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0403","Agraria","Formación profesional o título equivalente",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2016","SÍ","NO","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","4","Estudios Secundarios","01","Directores y gerentes","4","Estudios Secundarios","10","Parado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2501849","GRADO EN INGENIERÍA AGRÍCOLA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","10,346","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2019","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","2000","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","5","Estudios Superiores","04","Empleados de tipo contable y administrativo","5","Estudios Superiores","06","Trabajadores cualificados en la agricultura y en la pesca"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2501849","GRADO EN INGENIERÍA AGRÍCOLA","1","Andalucía","21","Huelva","21069","SANTA OLALLA DEL CALA","37.90651","-6.229617","1","Centro Público","8,33","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0102","Ciencias y tecnología","Bachillerato LOE",,,"2016","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","3","Estudios Primarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios","4","Estudios Secundarios",,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2501849","GRADO EN INGENIERÍA AGRÍCOLA","1","Andalucía","21","Huelva","21072","VALVERDE DEL CAMINO","37.57339","-6.753376","1","Centro Público","5,314","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0102","Ciencias y tecnología","Bachillerato LOE",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","4","Estudios Secundarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios","3","Estudios Primarios","01","Directores y gerentes"
