"curso_academico","cod_universidad","des_universidad","cod_departamento","des_departamento","cod_municipio","des_municipio","cod_campus","des_campus","cod_situacion_departamento","des_situacion_departamento","fecha_desde_situacion_departamento"
"2017-18","010","Universidad Complutense de Madrid","55000582","Biología Vegetal I","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000583","Microbiología I","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000584","Ecología","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000585","Estadística e Investigación Operativa","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000586","Álgebra","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000587","Geometría y Topología","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000588","Análisis Matemático","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000589","Matemática Aplicada","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000590","Pediatría","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000591","Anatomía Patológica","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000592","Radiología y Medicina Física","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000593","Obstetricia y Ginecología","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000594","Psiquiatría","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000595","Farmacología","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000596","Fisiología","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000597","Cirugía","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000598","Medicina","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000599","Toxicología y Legislación Sanitaria","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000600","Bioquímica y Biología Molecular III","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000601","Biología Celular","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000602","Medicina Preventiva y Salud Pública","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000603","Estomatología I","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000604","Estomatología II","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000605","Estomatología III","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000606","Estomatología IV","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000607","Anatomía y Anatomía Patológica Comparada","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000608","Producción Animal","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000609","Fisiología - Fisiología Animal","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000610","Toxicología y Farmacología","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000611","Farmacología - Farmacognosia y Farmacología Experimental","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000612","Farmacia y Tecnología Farmacéutica","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000613","Edafología","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000614","Microbiología II","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000615","Nutrición y Bromatología I","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000616","Nutrición y Bromatología II","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000617","Biología Vegetal II","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000618","Bioquímica y Biología Molecular II","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000619","Química Física II","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000620","Química Inorgánica y Bioinorgánica","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000621","Química Orgánica y Farmacéutica","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000622","Parasitología","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000623","Fundamentos del Análisis Económico I","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000624","Fundamentos del Análisis Económico II","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000625","Economía Aplicada I","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000626","Economía Aplicada II","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000627","Economía Aplicada III","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
